record,code_region,Region,Annee,code_indicateur,Indicateur,code_type_uai,type_administration,code_sexe,Sexe,code_type_pers,type_personnel,etat_donnees,Valeur
1610,22,Picardie,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,46.02
1611,22,Picardie,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,27.0
1612,23,Haute-Normandie,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,20.52
1613,23,Haute-Normandie,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,32.5
1614,23,Haute-Normandie,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,19.67
1615,23,Haute-Normandie,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,370.27
1616,23,Haute-Normandie,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,28.56
1617,23,Haute-Normandie,2008,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,28.33
1618,23,Haute-Normandie,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,20.09
1619,23,Haute-Normandie,2011,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,102.62
1620,23,Haute-Normandie,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,10.15
1621,23,Haute-Normandie,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1056.79
1622,23,Haute-Normandie,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,86.45
1623,23,Haute-Normandie,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,semi-definitif,27.0
1624,23,Haute-Normandie,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,33.1
1625,23,Haute-Normandie,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,1.84
1626,23,Haute-Normandie,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,semi-definitif,3.36
1627,24,Centre,2001,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,87.2
1628,24,Centre,2002,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1040.95
1629,24,Centre,2002,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,171.5
1630,24,Centre,2002,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
1631,24,Centre,2002,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,1.39
1632,24,Centre,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,15.0
1633,24,Centre,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,38.76
1634,24,Centre,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,183.5
1635,24,Centre,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,67.0
1636,24,Centre,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,8.9
1637,24,Centre,2004,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,33.43
1638,25,Basse-Normandie,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,709.51
1639,25,Basse-Normandie,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,0.5
1640,25,Basse-Normandie,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,15.5
1641,25,Basse-Normandie,2004,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,14.46
1642,25,Basse-Normandie,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,278.7
1643,25,Basse-Normandie,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,5.9
1644,25,Basse-Normandie,2005,dird,Depense interieure de R&D,2,EPST,,,,,definitif,16.24
1645,25,Basse-Normandie,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,723.46
1646,25,Basse-Normandie,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.5
1647,25,Basse-Normandie,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,631.98
1648,25,Basse-Normandie,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,319.26
1649,25,Basse-Normandie,2006,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,57.8
1650,25,Basse-Normandie,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,1.0
1651,25,Basse-Normandie,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,0.5
1652,25,Basse-Normandie,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,12.66
1653,25,Basse-Normandie,2007,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,50.0
1654,25,Basse-Normandie,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,606.2
1655,25,Basse-Normandie,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,168.6
1656,25,Basse-Normandie,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,61.14
1657,25,Basse-Normandie,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,25.08
1658,25,Basse-Normandie,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,8.28
1659,25,Basse-Normandie,2008,dird,Depense interieure de R&D,2,EPST,,,,,definitif,19.35
1660,25,Basse-Normandie,2008,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,1.0
1661,25,Basse-Normandie,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,202.3
1662,25,Basse-Normandie,2010,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,18.04
1663,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,149.6
1664,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,223.0
1665,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,4.0
1666,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,4.0
1667,7,Regions d'outre-mer,2003,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.49
1668,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,192.29
1669,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,5.22
1670,7,Regions d'outre-mer,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,41.35
1671,7,Regions d'outre-mer,2004,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,172.2
1672,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,242.6
1673,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,415.33
1674,7,Regions d'outre-mer,2005,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,66.79
1675,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,118.81
1676,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,4.0
1677,7,Regions d'outre-mer,2007,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.67
1678,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,225.7
1679,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,130.8
1680,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,6.79
1681,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,3.37
1682,7,Regions d'outre-mer,2008,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,130.77
1683,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,89.64
1684,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,4.0
1685,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,4.7
1686,7,Regions d'outre-mer,2011,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,2.4
1687,7,Regions d'outre-mer,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,99.25
1688,7,Regions d'outre-mer,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,10.0
1689,7,Regions d'outre-mer,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,5.32
1690,11,Île-de-France,2002,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,3943.36
1691,11,Île-de-France,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,1481.02
1692,11,Île-de-France,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,5271.54
1693,11,Île-de-France,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,1596.0
1694,11,Île-de-France,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,507.38
1695,11,Île-de-France,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,291.06
1696,11,Île-de-France,2005,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,353.09
1697,11,Île-de-France,2006,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,1525.71
1698,11,Île-de-France,2007,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,2837.32
1699,11,Île-de-France,2007,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,25.0
1700,26,Bourgogne,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,9.5
1701,1,Guadeloupe,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,13.42
1702,1,Guadeloupe,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,22.31
1703,1,Guadeloupe,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,23.96
1704,1,Guadeloupe,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,2.0
1705,1,Guadeloupe,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,72.02
1706,2,Martinique,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,11.4
1707,2,Martinique,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,21.21
1708,2,Martinique,2012,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,12.43
1709,2,Martinique,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,9.5
1710,2,Martinique,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,1.5
1711,2,Martinique,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,21.84
1712,2,Martinique,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,1.0
1713,2,Martinique,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,8.33
1714,2,Martinique,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,12.8
1715,2,Martinique,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,22.19
1716,3,Guyane,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,3.0
1717,3,Guyane,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,3.0
1718,3,Guyane,2011,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,0.14
1719,3,Guyane,2011,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,0.6
1720,3,Guyane,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,61.6
1721,3,Guyane,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,7.0
1722,3,Guyane,2012,dird,Depense interieure de R&D,2,EPST,,,,,definitif,4.13
1723,3,Guyane,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,47.05
1724,3,Guyane,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,37.38
1725,3,Guyane,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,11.42
1726,3,Guyane,2012,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,69.11
1727,3,Guyane,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,61.8
1728,3,Guyane,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,3.0
1729,3,Guyane,2013,dird,Depense interieure de R&D,2,EPST,,,,,semi-definitif,4.23
1730,3,Guyane,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,semi-definitif,0.36
1731,3,Guyane,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,semi-definitif,95.43
1732,3,Guyane,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,semi-definitif,47.73
1733,4,La Reunion,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,190.1
1734,4,La Reunion,2010,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,58.2
1735,4,La Reunion,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,3.55
1736,4,La Reunion,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,1.18
1737,4,La Reunion,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,13.93
1738,4,La Reunion,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,4.0
1739,4,La Reunion,2012,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,4.21
1740,4,La Reunion,2012,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.77
1741,4,La Reunion,2013,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,semi-definitif,6.99
1742,4,La Reunion,2013,dird,Depense interieure de R&D,4,Autres administrations,,,,,semi-definitif,0.71
1743,4,La Reunion,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,75.22
1744,6,Mayotte,2011,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.61
1745,6,Mayotte,2012,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.4
1746,6,Mayotte,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,1.8
1747,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,26.1
1748,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,5.1
1749,7,Regions d'outre-mer,2002,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,67.99
1750,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,419.7
1751,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,24.0
1752,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,103.7
1753,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,99.8
1754,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,3.39
1755,7,Regions d'outre-mer,2003,dird,Depense interieure de R&D,2,EPST,,,,,definitif,40.74
1756,7,Regions d'outre-mer,2003,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,260.41
1757,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,446.57
1758,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,233.0
1759,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,1.9
1760,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,0.32
1761,7,Regions d'outre-mer,2004,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,65.94
1762,7,Regions d'outre-mer,2004,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.47
1763,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,168.5
1764,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,1.9
1765,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,4.0
1766,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,9.0
1767,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,0.29
1768,7,Regions d'outre-mer,2005,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,169.69
1769,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,31.0
1770,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,105.21
1771,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,182.33
1772,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,1.9
1773,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
1774,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,9.0
1775,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,200.2
1776,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,304.1
1777,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,4.0
1778,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,10.0
1779,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,3.0
1780,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,3.37
1781,7,Regions d'outre-mer,2007,dird,Depense interieure de R&D,2,EPST,,,,,definitif,34.58
1782,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,22.0
1783,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,29.0
1784,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,4.0
1785,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,9.0
1786,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,24.95
1787,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,4.0
1788,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,494.1
1789,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,220.34
1790,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,430.68
1791,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,4.0
1792,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,245.4
1793,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,127.97
1794,7,Regions d'outre-mer,2009,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,7.0
1795,7,Regions d'outre-mer,2010,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,89.39
1796,7,Regions d'outre-mer,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,529.03
